Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,单位：万人民币,单位：万人民币,单位：万人民币
太原市,1200704,3542991,826619,2324545,374085,1218446,31.9,41.4,16.9
太原经济技术开发区,845529,2349471,647945,1831049,197584,518421,44.9,45.7,41.9
太原高新技术产业开发区,23539,55745,12352,26354,11188,29391,-29.4,20.6,-48.6
大同市,35203,103254,33670,96723,1533,6531,9.4,14.8,-35.5
大同经济技术开发区,23704,71578,23704,71046,-,533,-2.3,5.4,-90.8
晋中市,37822,82757,26107,67090,11715,15667,31.5,14.6,257.1
晋中经济技术开发区,4003,9516,2440,7444,1563,2072,161.6,106.1,7958.0
长治市,8538,33694,7947,19831,591,13863,-11.4,-36.5,103.2
长治高新技术产业开发区,1501,2914,999,1895,501,1018,-77.0,-84.1,46.5
内蒙古自治区,1679549,4742096,637321,1769788,1042228,2972308,3.7,3.2,4.0
呼和浩特市,140597,470802,98717,264496,41880,206306,-1.2,23.0,-21.2
包头市,332028,822237,150177,352514,181852,469723,20.6,26.0,16.9
包头高新技术产业开发区,1048,1914,776,1416,272,498,-52.1,-60.9,33.3
二连浩特市,62738,189527,21206,56949,41533,132578,-40.6,6.0,-50.0
满洲里市,117214,417398,46297,218163,70917,199235,-40.9,-50.6,-24.7
辽宁省,7026990,18073361,3253392,8648250,3773598,9425110,-4.1,1.3,-8.5
沈阳市,1205601,3485855,460113,1302720,745488,2183135,11.0,17.4,7.5
沈阳经济技术开发区,827710,1433441,239177,484361,588534,949080,199.2,60.6,434.9
沈阳高新技术产业开发区,77817,215284,46830,137343,30986,77942,-17.7,-5.0,-33.3
大连市,4467702,10600481,1932069,4909046,2535633,5691435,-8.9,-3.9,-12.8
大连经济技术开发区,1356660,3507576,833016,2014526,523645,1493049,-15.5,2.9,-31.9
大连市高新技术产业园区,72919,178113,59536,142359,13383,35754,27.6,19.2,77.3
鞍山市,239004,803498,172172,470239,66831,333259,-2.0,11.8,-16.5
鞍山高新技术产业开发区,1487,17273,1110,16717,376,556,126.0,144.9,-32.1
丹东市,136901,391067,117509,336178,19392,54889,-4.4,-4.1,-6.3
营口市,405752,1095236,211584,589089,194169,506148,-14.3,-4.1,-23.7
营口经济技术开发区,1422,4028,892,2686,529,1342,-3.5,1.1,-11.4
吉林省,1477829,4240858,495299,1380740,982530,2860118,15.5,6.6,20.4
长春市,1123717,3277938,295956,808321,827761,2469617,26.5,27.9,26.1
长春经济技术开发区,113009,277068,45382,132140,67627,144928,-13.7,25.4,-32.8
长春高新技术产业开发区,75585,209474,37827,107823,37758,101651,18.3,28.5,9.0
吉林市,44474,135802,30682,94049,13792,41753,-15.0,-9.6,-25.1
吉林高新技术产业开发区,4213,10467,3746,8526,467,1941,-21.2,-10.7,-48.2
珲春市,162254,421890,46613,137559,115641,284330,-7.7,-21.5,1.0
黑龙江省,3172215,7970441,1203246,2188477,1968969,5781964,10.3,52.0,-0.1
哈尔滨市,661344,1328926,402338,656316,259006,672610,18.9,150.4,-21.4
哈尔滨经济技术开发区,120510,298797,63531,94327,56980,204471,-17.6,171.9,-37.6
哈尔滨高新技术产业开发区,170827,299316,104857,160829,65970,138487,20.1,182.4,-28.0
大庆市,1580567,4056757,98109,207141,1482458,3849616,16.4,22.4,16.1
大庆高新技术产业开发区,73916,159073,48175,88360,25741,70713,-4.6,-9.2,1.7
黑河市,86713,671901,73855,122468,12858,549433,10.7,13.7,10.1
绥芬河市,165845,582841,73239,265163,92606,317678,36.5,70.3,17.0
绥化市,49601,136594,38445,109280,11156,27314,-14.5,19.1,-59.8
绥化经济技术开发区,7197,19260,7197,19260,-,-,-21.6,-21.6,-
上海市,35681018,103279329,14475069,41060220,21205949,62219109,-1.1,1.0,-2.5
上海漕河泾浦江高科技园区,537404,1469103,242476,646273,294929,822829,6.4,11.7,2.6
上海经济技术开发区,34,141,34,141,0,0,-36.7,-36.6,-55.2
上海闵行经济技术开发区,86126,222412,52822,134715,33304,87697,0.2,6.8,-8.5
上海浦东新区,22424189,64284613,8073865,22694977,14350324,41589636,0.4,-1.2,1.4
江苏省,44662308,129711497,28753406,82912491,15908902,46799006,9.1,7.5,12.0
南京市,4365387,13381998,2493533,8287378,1871855,5094620,-4.6,4.3,-16.2
南京高新技术外向型开发区,76612,257851,66579,218223,10033,39627,16.2,12.1,45.9
无锡市,5914482,17323314,3969854,11409754,1944628,5913560,8.8,7.0,12.3
无锡高新技术产业开发区,3165896,8809210,1955410,5397207,1210485,3412003,7.0,4.6,10.9
常州市,2604167,7438240,2036714,5849428,567453,1588812,-1.3,-0.6,-3.7
常州高新技术产业开发区,40737,123135,29647,93931,11090,29203,-16.8,-14.1,-24.2
苏州市,20543099,59348426,12798011,36357929,7745088,22990497,9.6,8.7,11.2
苏州工业园,5544926,16048284,3018733,8072973,2526192,7975311,24.5,24.0,25.0
苏州高新技术产业开发区,2154273,5461590,1400886,3636827,753387,1824762,-4.3,-7.9,3.8
南通市,2950133,8434498,1888378,5360925,1061755,3073573,-1.0,-5.1,7.2
南通经济技术开发区,654833,1624032,427966,1016961,226867,607072,24.3,28.4,18.1
连云港市,1232640,3960476,343834,855749,888805,3104726,76.2,7.9,113.5
连云港经济技术开发区,218348,639091,94967,265702,123381,373389,9.1,18.2,3.4
浙江省,38968325,120651010,27552308,87462913,11416017,33188097,7.8,6.6,11.3
杭州市,6408890,18871001,4037191,12258917,2371699,6612085,5.7,2.0,13.5
杭州经济技术开发区,664490,1818532,405789,1215067,258702,603464,5.2,17.2,-12.8
杭州高新技术产业开发区,212032,634636,140236,409826,71796,224809,49.6,24.7,135.1
宁波市,10410765,32189194,6253296,20329666,4157469,11859528,8.6,6.3,12.9
宁波经济技术开发区,1261130,3939221,538281,1658978,722849,2280243,-6.6,-9.8,-4.1
宁波高新技术产业开发区,264727,841282,180471,615521,84257,225760,30.2,30.8,28.6
宁波杭州湾经济技术开发区,134397,440584,115876,388103,18521,52481,67.8,67.3,71.1
温州市,1712975,6409023,1340382,5164439,372593,1244585,-5.7,-12.3,37.8
温州经济技术开发区,78210,345485,76904,342160,1306,3325,5.1,5.3,-11.3
湖州市,1892203,4805414,1788172,4520793,104032,284621,18.8,21.0,-8.4
湖州经济技术开发区,28627,55290,23790,35161,4837,20129,174.6,153.9,220.1
湖州莫干山高新技术产业开发区,44709,108298,29166,76828,15543,31471,177.6,166.0,210.8
金华市,4490765,19307406,3771684,16832918,719082,2474488,14.6,16.8,1.8
金华经济技术开发区,45397,151873,35671,131444,9727,20429,23.8,18.6,72.7
台州市,2071744,6137443,1851142,5594473,220603,542970,-12.0,-12.1,-10.8
台州湾经济技术开发区,897,1003,710,710,187,293,-,-,-
安徽省,6652127,18907742,4459900,12605759,2192227,6301983,8.6,9.8,6.4
合肥市,2986797,8126240,2068908,5553784,917889,2572457,12.6,11.8,14.5
合肥经济技术开发区,1244702,3206783,839459,1998627,405244,1208156,39.2,31.3,54.8
合肥高新技术产业开发区,632689,1681957,484092,1362737,148596,319220,3.8,1.6,14.9
芜湖市,980672,3164268,755798,2493289,224874,670978,19.1,18.5,21.3
芜湖经济技术开发区,673218,2076349,565279,1813073,107939,263277,16.9,15.6,26.5
芜湖高新技术产业开发区,19565,57901,17825,46021,1740,11879,17.5,4.4,129.3
蚌埠市,128866,381879,93392,249095,35474,132784,-35.1,-39.6,-24.4
蚌埠高新技术产业开发区,26072,71155,17608,41785,8464,29370,-32.1,-51.2,52.1
淮南市,81268,189756,73149,178358,8120,11398,37.5,36.4,56.6
淮南经济技术开发区,4096,14271,3960,13714,136,557,-66.0,-66.9,-9.2
淮南高新技术产业开发区,1,1,1,1,-,-,-,-,-
马鞍山市,395582,1080014,188161,556575,207422,523438,19.5,11.1,29.9
马鞍山经济技术开发区,35250,109032,33106,103717,2144,5314,27.9,48.3,-65.3
马鞍山慈湖高新技术产业开发区,29701,90686,25945,82900,3756,7786,10.3,12.3,-7.3
铜陵市,580002,1807115,77742,194656,502260,1612460,-10.8,-25.0,-8.7
铜陵经济技术开发区,37776,204270,28865,79701,8911,124569,208.2,73.9,509.6
安庆市,335578,1049336,244640,806951,90938,242385,35.0,39.9,20.9
安庆经济技术开发区,248409,767928,176113,591031,72296,176896,42.4,56.2,10.0
桐城经济技术开发区,511,1697,410,1452,101,245,48.0,97.8,-40.6
滁州市,325450,934424,271254,808723,54196,125701,-9.0,-7.3,-19.0
滁州经济技术开发区,110851,334223,88691,280081,22159,54143,-12.5,-6.4,-34.7
六安市,54256,170386,43623,146948,10632,23438,-18.8,-19.1,-16.4
六安经济技术开发区,6881,29456,6322,28448,560,1007,-10.3,-0.1,-77.0
宣城市,202000,567070,173281,507850,28719,59219,17.8,14.0,63.6
宁国经济技术开发区,38428,120793,36525,115089,1903,5704,-0.8,1.9,-34.9
宣城经济技术开发区,15504,49921,11893,43485,3611,6436,51.9,37.0,472.6
池州市,103479,305538,39269,93593,64210,211945,-6.0,13.4,-12.7
池州经济技术开发区,23241,87413,10536,31431,12704,55982,-27.9,-25.3,-29.2
福建省,16770781,50180551,10104893,30803181,6665888,19377370,7.7,12.8,0.5
福州市,3402980,9697949,2642792,7538277,760189,2159673,17.2,16.2,20.8
福州经济技术开发区,477907,1223300,355206,910284,122701,313016,18.8,26.9,0.4
福州高新技术产业开发区,2137,7046,2000,6628,137,418,-3.3,-8.1,502.1
厦门市,7834485,22543749,3772542,10773818,4061943,11769931,-3.7,-0.2,-6.8
厦门火炬高技术产业开发区,526446,1227913,155286,424077,371160,803836,52.8,-7.5,132.8
平潭,178970,364107,137550,254719,41420,109388,17.1,73.0,-33.2
平潭综合实验区,178970,364107,137550,254719,41420,109388,17.1,73.0,-33.2
江西省,3737063,10416294,2425305,6842607,1311759,3573687,-39.4,-47.5,-14.3
南昌市,732722,2135135,490844,1398002,241879,737132,-16.4,-25.4,8.6
南昌经济技术开发区,102374,432175,26609,140848,75765,291327,143.4,29.5,323.6
南昌小蓝经济技术开发区,9075,22413,6552,17252,2523,5162,-88.2,-90.7,23.9
南昌高新技术产业开发区,305233,719079,206683,471176,98549,247903,19.1,27.7,5.7
景德镇市,54622,172706,53168,165467,1454,7239,-75.5,-64.8,-96.9
景德镇高新技术产业开发区,950,5099,666,4048,284,1052,-68.3,-73.2,7.0
萍乡市,54416,147580,25656,98105,28760,49476,-83.4,-88.6,62.8
萍乡经济技术开发区,620,10131,391,9302,229,829,-98.0,-98.2,586.1
九江市,354204,989576,187721,548176,166484,441400,-71.1,-81.1,-14.2
九江经济技术开发区,136263,359479,76763,205795,59500,153684,-2.7,-1.2,-4.7
九江共青城高新技术产业开发区,3803,11650,3666,11130,137,520,13.9,11.3,129.5
新余市,244098,824317,130821,390186,113277,434131,-53.2,-48.5,-56.8
新余高新技术产业开发区,25035,68834,15981,48112,9054,20723,25.6,-4.3,357.9
鹰潭市,370007,1027769,81894,203579,288113,824189,-17.0,-45.4,-4.7
鹰潭高新技术产业开发区,12845,34209,4261,9757,8584,24452,-41.3,-70.2,-4.2
赣州市,767642,2158594,489372,1529391,278270,629204,23.8,17.5,42.0
赣州经济技术开发区,437564,1183393,253088,817709,184477,365684,134.7,180.1,72.3
龙南经济技术开发区,36434,97419,26921,82710,9513,14708,61.6,51.7,155.8
瑞金经济技术开发区,18132,51195,18132,51192,1,3,-7.8,-7.5,-98.6
赣州高新技术产业开发区,29855,66851,3937,11501,25918,55349,23.7,-45.4,67.9
宜春市,151197,408402,126922,342367,24275,66035,-71.3,-74.7,-6.0
宜春经济技术开发区,11355,29471,9840,25380,1515,4092,-86.1,-87.8,-8.8
宜春丰城高新技术产业开发区,29318,88030,20030,58185,9288,29845,18.1,-10.4,210.5
上饶市,548656,1335804,470304,1184903,78352,150900,-3.2,-6.4,33.0
上饶经济技术开发区,278415,549992,277039,547545,1376,2447,150427.3,174996.2,4546.5
吉安市,280593,744911,205022,560762,75571,184149,-54.4,-61.5,2.8
井冈山经济技术开发区,42628,117299,31444,89394,11183,27904,-48.1,-54.3,-8.7
吉安高新技术产业开发区,1977,4989,1977,4989,0,0,694.4,694.4,2047.0
抚州市,178905,471501,163581,421669,15324,49831,6.0,2.9,42.6
抚州高新技术产业开发区,100161,227835,98925,216823,1237,11012,645.3,616.4,3493.7
山东省,30889412,77006274,19666092,47061907,11223320,29944367,5.5,11.0,-2.1
济南市,1705823,4710234,1258497,3312139,447326,1398094,5.3,15.9,-13.5
济南高新技术产业开发区,729850,2189986,553421,1469943,176429,720043,-3.8,17.9,-30.0
青岛市,8022123,20598062,4605569,11909828,3416555,8688233,4.8,10.4,-1.9
青岛经济技术开发区,2469971,6670358,803104,2432002,1666867,4238356,5.0,11.1,1.8
青岛高新技术产业开发区,109320,249684,74464,151885,34856,97799,73.1,71.0,76.5
淄博市,883727,2454899,552337,1503197,331389,951702,-7.9,0.8,-18.9
淄博高新技术产业开发区,123790,325434,103154,280550,20636,44885,-28.2,-25.7,-40.7
日照市,1161526,3077153,449692,1126236,711834,1950916,-17.9,-20.7,-16.2
日照经济技术开发区,99689,212860,56385,84203,43304,128657,-63.2,-73.6,-50.5
烟台市,4095567,10325795,2650620,6709739,1444947,3616056,3.6,10.5,-7.1
烟台经济技术开发区,1468251,3013275,721000,1526243,747251,1487031,12.3,2.8,24.1
潍坊市,3559881,8550639,2431398,5598290,1128483,2952349,3.6,-0.1,11.4
潍坊高新技术产业开发区,1481704,2603893,859399,1591024,622305,1012870,-5.4,10.9,-23.1
威海市,1930036,4669839,1536558,3562109,393478,1107731,8.2,10.1,2.7
威海火炬高技术产业开发区,236029,579224,187330,445320,48698,133904,-15.6,-5.9,-37.1
河南省,5222398,15882734,3238468,9755893,1983929,6126842,-23.4,-29.3,-11.6
郑州市,3039888,9686734,1771306,5859139,1268582,3827595,-32.3,-39.5,-17.2
郑州航空港经济综合实验区,1954593,6465321,851342,3134847,1103251,3330474,-42.1,-57.5,-12.2
郑州高新技术产业开发区,87862,248050,84639,241714,3223,6336,24.2,28.7,-46.9
洛阳市,259393,605033,209782,498766,49611,106267,6.7,9.6,-5.1
洛阳高新技术产业开发区,15343,30554,14728,28732,615,1822,-4.8,22.4,-78.8
湖北省,5010859,15208441,3440745,10485970,1570114,4722470,8.3,10.7,3.4
武汉市,2497239,8067452,1554148,5115700,943090,2951752,10.3,17.6,-0.4
武汉经济技术开发区,410308,1191592,228168,677623,182140,513969,58.1,55.2,62.2
武汉东湖新技术开发区,1302935,3929647,880232,2481942,422702,1447705,6.1,14.7,-6.0
黄石市,488608,1305096,186718,522656,301890,782440,6.5,-3.8,14.6
黄石经济技术开发区,44410,119904,40037,112566,4373,7338,0.5,5.8,-43.5
十堰市,129589,293560,123945,277295,5644,16265,-25.2,-27.9,107.9
十堰经济技术开发区,4171,13703,4167,13612,4,91,-,-,-
襄阳市,318912,1219183,275287,1077961,43625,141222,7.2,5.1,26.6
襄阳经济技术开发区,4015,6384,3564,5648,451,736,36.8,42.3,5.5
襄阳高新技术产业开发区,70713,199302,48179,128181,22534,71120,31.2,17.9,64.7
枣阳经济技术开发区,16934,214623,16679,213901,256,722,84.1,83.5,1107.9
鄂州市,68130,187559,36938,108643,31192,78915,21.2,52.9,-5.7
鄂州葛店经济技术开发区,6079,42933,6059,42746,19,187,3245.6,3273.4,1059.5
孝感市,174560,505825,157069,445170,17491,60655,35.4,57.3,-33.0
汉川经济技术开发区,5255,24049,5163,23730,92,319,102.2,130.6,-80.1
荆州市,281600,883420,191806,614010,89794,269409,-8.3,4.5,-28.4
荆州经济技术开发区,83411,244137,66691,194224,16720,49913,58.3,58.3,58.4
湖南省,5258799,13356058,3121215,7529123,2137584,5826934,-23.3,-38.3,11.7
长沙市,2245820,6013077,1417901,3532844,827918,2480232,-28.8,-41.7,4.0
长沙经济技术开发区,278462,588881,250788,464039,27674,124842,-62.2,-67.2,-12.4
长沙高新技术产业开发区,495085,1309031,324351,838058,170734,470973,6.1,15.0,-6.9
浏阳经济技术开发区,38725,92531,15692,49955,23033,42576,-46.3,-67.6,134.9
株洲市,166204,595080,121987,464485,44216,130595,40.1,72.4,-15.9
株洲高新技术产业开发区,51964,176006,46771,164491,5193,11515,104.5,111.4,39.6
湘潭市,331042,1074665,141339,582527,189703,492138,45.7,13.8,118.1
湘潭经济技术开发区,158031,584484,66922,346616,91109,237868,148.2,58.7,1285.5
湘潭高新技术产业开发区,13915,90155,13105,88162,810,1993,-17.8,-19.1,205.6
衡阳市,295577,766037,119644,314009,175932,452028,-47.0,-70.9,23.9
衡阳高新技术产业开发区,940,2249,935,2188,5,62,-87.1,-86.4,-95.6
岳阳市,373231,1125822,72245,204872,300986,920949,-42.1,-71.7,-24.6
常德市,149726,321966,61368,140303,88358,181663,-34.3,-63.0,63.8
常德经济技术开发区,69700,140550,6358,17649,63342,122901,-11.2,-86.1,288.0
常德高新技术产业开发区,12966,26835,12966,26835,-,0,-48.6,-48.6,-92.8
益阳市,43614,124908,39266,108291,4348,16616,-65.0,-66.1,-55.7
益阳高新技术产业开发区,4745,16085,2553,9618,2192,6466,-82.1,-84.2,-77.8
郴州市,807719,1496632,396686,678528,411033,818105,19.1,-21.7,110.0
郴州高新技术产业开发区,351935,538622,224109,264809,127826,273813,-2.0,-31.0,64.7
广东省,69215792,203915602,42280684,130801469,26935108,73114133,12.0,9.0,17.6
广州市,8253007,24593893,4770099,14102887,3482908,10491005,1.7,8.4,-6.1
广州经济技术开发区,976468,2609869,427740,1122343,548728,1487525,-13.1,-8.5,-16.3
广州高新技术产业开发区,605944,1739393,338849,1075093,267095,664300,-11.8,-15.2,-5.8
广州南沙新区,1876731,6447647,974585,3128293,902146,3319354,-1.0,10.5,-9.8
深圳市,34598413,102028834,20143298,64243700,14455115,37785134,28.8,28.2,29.9
深圳科技工业园,92,353,10,113,82,240,-86.9,92.0,-90.9
珠海市,2372249,6924384,1627593,4828613,744656,2095771,9.0,12.2,2.3
珠海经济技术开发区,7651,23424,359,1669,7293,21755,-8.5,-58.5,0.8
珠海高新技术产业开发区,66707,151259,25681,67738,41026,83520,208.8,208.7,208.9
珠海横琴新区,179668,518822,90586,287639,89082,231183,22.9,21.7,24.6
汕头市,517300,1267782,433901,1004258,83399,263524,-1.1,2.7,-13.2
佛山市,3903659,12732933,2854834,9938854,1048825,2794078,-33.1,-40.4,18.7
江门市,1472829,4284230,1227765,3572862,245064,711369,8.1,14.0,-14.2
湛江市,482049,1874805,155188,482037,326861,1392768,24.5,15.1,28.1
湛江经济技术开发区,198634,769820,85823,266628,112811,503193,-14.0,26.9,-26.5
湛江高新技术产业开发区,-,-,-,-,-,-,-,-,-
茂名市,73394,235102,32922,108550,40472,126552,-11.2,-7.8,-13.9
茂名高新技术产业开发区,4155,11655,2750,6407,1404,5249,3131.2,2024.7,8769.7
惠州市,3070258,8701728,1648373,4855947,1421884,3845782,25.9,8.4,58.2
惠州高新技术产业开发区,1091805,3059619,735005,2067021,356799,992598,9.2,7.4,13.0
阳江市,170113,564136,120007,396365,50106,167771,33.2,23.6,63.1
东莞市,10394897,28913286,6452947,18509123,3941950,10404162,0.6,-1.6,5.0
东莞松山湖高新技术产业开发区,135255,376690,100791,291470,34464,85220,71.2,67.1,86.4
中山市,2071342,6242592,1766352,5433342,304990,809250,11.7,14.8,-5.7
中山火炬高技术产业开发区,135,603,51,197,84,406,-13.9,-13.6,-14.0
广西壮族自治区,5828488,16629384,3383538,9432757,2444950,7196626,10.3,31.4,-8.9
南宁市,691508,2124176,311667,876921,379841,1247255,-27.9,-32.2,-24.6
南宁高新技术产业开发区,18274,54105,11341,37388,6933,16717,-20.8,7.1,-49.9
桂林市,91717,250148,84626,230908,7091,19240,1.3,1.1,3.7
桂林新技术产业开发区,45642,120757,43389,114566,2254,6191,1.8,0.8,24.8
北海市,408773,812287,251089,430143,157684,382145,-4.0,40.7,-29.3
崇左市,2199874,6683306,1851966,5499642,347908,1183664,53.2,64.8,15.5
防城港市,843669,2380010,123716,402106,719953,1977904,7.3,99.8,-2.0
海南省,2134655,6423291,761532,2199955,1373123,4223336,11.3,22.8,6.1
海口市,656338,1853003,223918,575278,432420,1277726,-1.8,9.5,-6.2
海南国际科技工业园,17679,41450,9749,22162,7930,19287,19.3,-8.6,83.6
儋州市,987345,3259354,210427,805263,776918,2454091,23.8,-14.7,45.4
洋浦经济开发区,301969,1124963,127387,583488,174582,541475,7.6,1.8,14.6
重庆市,5970393,16003509,4221501,10914280,1748893,5089228,-5.6,2.6,-19.5
重庆高新技术产业开发区,16177,48095,9970,31049,6206,17046,3.4,-5.7,25.5
重庆两江新区,2171037,5794810,1460299,3792629,710739,2002180,-8.4,-4.2,-15.4
万州经济技术开发区,25144,131970,14452,49230,10692,82739,95.9,80.8,106.1
重庆经济技术开发区,23840,86053,22670,34608,1170,51445,39.7,124.9,11.4
长寿经济技术开发区,20308,58621,18557,49264,1751,9357,-43.9,-49.4,33.7
四川省,8306013,24154426,4796737,14943080,3509276,9211345,7.8,-0.9,25.8
成都市,6186557,18553944,3102991,10566964,3083566,7986980,6.9,-7.4,34.3
成都经济技术开发区,124728,355298,84412,251550,40315,103749,-11.5,-9.0,-17.0
成都高新技术产业开发区,4730084,12948147,2184292,6352140,2545792,6596007,19.9,6.6,36.2
泸州市,252698,604037,190540,448245,62158,155792,26.0,20.6,44.4
泸州高新技术产业开发区,126088,379300,107465,285029,18623,94271,69.6,94.0,22.8
绵阳市,323710,820579,251793,611141,71917,209438,32.0,54.9,-7.7
绵阳经济技术开发区,29618,133842,28016,129235,1602,4606,46.6,51.9,-25.8
绵阳高新技术产业开发区,167869,347446,122949,220469,44920,126977,26.0,61.9,-9.0
广元市,2012,7121,1456,5745,556,1376,-42.2,-43.2,-38.0
广元经济技术开发区,232,1032,214,1013,18,19,-78.9,-78.8,-84.3
乐山市,57584,187696,44563,139090,13020,48606,-13.3,-18.2,4.7
乐山高新技术产业开发区,1461,1631,76,197,1385,1434,889.3,138.0,1645.0
宜宾市,468655,810639,372610,560017,96045,250622,-7.3,8.2,-29.8
宜宾临港经济技术开发区,398648,580528,339448,458864,59200,121664,18.1,35.0,-19.9
贵州省,965521,1892213,583993,1214853,381528,677360,23.7,14.3,45.2
贵阳市,589763,1156608,399119,725081,190645,431527,19.7,14.3,29.8
贵阳高新技术产业开发区,14017,38901,3290,7901,10727,31000,-32.9,-52.2,-25.1
云南省,1897607,5557779,713198,1924332,1184410,3633447,-5.6,4.6,-10.2
昆明市,923696,2855249,340917,890391,582779,1964859,3.7,27.5,-4.4
昆明经济技术开发区,75852,140212,51159,88713,24693,51499,11.0,29.1,-10.6
昆明嵩明杨林经济技术开发区,7745,20157,6769,16809,976,3347,71.2,71.2,71.5
昆明高新技术产业开发区,244369,823455,136938,428807,107431,394648,7.0,108.6,-30.0
红河州,172210,433991,56361,142625,115849,291366,-34.7,-42.9,-29.8
蒙自经济技术开发区,99948,216695,35591,74183,64357,142511,-54.5,-57.4,-52.9
曲靖市,23457,68624,17819,56248,5638,12376,43.3,72.2,-18.6
曲靖经济技术开发区,5592,11093,443,4068,5150,7025,56.9,-26.6,360.8
西藏自治区,42783,217847,29851,195113,12932,22734,216.7,217.1,213.2
拉萨市,30614,142859,18380,122473,12234,20386,116.8,107.3,199.5
拉萨经济技术开发区,18848,87498,8585,72680,10263,14818,197.7,194.1,216.9
陕西省,4271510,11272412,2967492,7487728,1304018,3784684,9.7,14.7,0.9
西安市,3736277,10004601,2515798,6499432,1220480,3505169,7.4,10.1,2.8
陕西航天经济技术开发区,76065,117053,19459,35456,56606,81597,-74.1,-46.5,-78.9
陕西航空经济技术开发区,436,5041,435,4998,1,43,1127.5,1144.8,368.1
陕西西安经济技术开发区,403054,1119267,342512,937847,60542,181420,-24.2,-17.8,-45.8
西安新技术产业开发区,1780782,4562579,1193428,2882146,587354,1680433,34.5,29.9,43.2
宝鸡市,130917,293489,125162,276899,5755,16590,-2.1,51.6,-85.8
宝鸡高新技术产业开发区,2502,12383,2432,10333,71,2050,-83.0,-74.6,-93.6
咸阳市,106704,352127,66788,192748,39916,159380,21.7,28.2,14.7
杨凌农业高新技术产业示范区,13968,36080,9851,26206,4116,9874,58.1,58.5,56.9
汉中市,71110,131553,67550,122797,3560,8756,17.7,122.7,-84.5
汉中经济技术开发区,56103,87753,56103,87344,0,408,26.9,371.2,-99.2
榆林市,99539,281288,79053,211488,20485,69799,206.4,166.8,457.3
榆林经济技术开发区,74837,203462,61773,160058,13064,43403,1122.7,921.8,4344.2
甘肃省,503308,1307658,112737,285048,390572,1022610,-18.3,-24.4,-16.4
兰州市,93204,291211,39324,93224,53880,197987,-12.4,-40.8,13.2
兰州新技术产业开发区,367,4009,296,1879,70,2130,-35.5,-61.6,59.8
青海省,33292,100726,16669,53371,16623,47355,-18.5,-20.8,-15.8
西宁市,28332,83266,11884,36264,16447,47002,-14.5,-12.5,-16.0
西宁经济技术开发区,10968,40075,2166,10106,8802,29968,-13.9,-12.4,-14.4
青海高新技术产业开发区,227,905,227,814,-,91,-,-,-
海西州,619,4319,619,4309,-,11,-71.4,-71.3,-88.3
格尔木昆仑经济技术开发区,80,119,80,119,-,-,-78.5,-78.5,-
宁夏回族自治区,196027,481878,144268,346565,51759,135313,-6.3,-7.4,-3.2
银川市,129218,285603,87031,183708,42187,101894,-15.2,-16.9,-11.8
银川经济技术开发区,7733,15671,3368,7831,4364,7840,-35.6,-17.2,-47.3
新疆维吾尔自治区,2994703,9363261,2454464,7905540,540239,1457721,42.7,41.1,52.4
