Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,单位：万人民币,单位：万人民币,单位：万人民币
太原高新技术产业开发区,33122,227847,18960,83519,14162,144327,9.1,35.0,-1.8
大同市,29801,250546,24786,225756,5016,24790,-10.0,-9.6,-13.6
大同经济技术开发区,17457,168496,17457,166830,-,1666,-22.0,-16.7,-89.4
晋中市,43163,280560,29377,192736,13786,87824,47.6,8.1,648.4
晋中经济技术开发区,6693,29034,4439,21841,2254,7193,157.6,97.4,3329.8
长治市,21020,112467,14382,82908,6639,29559,22.5,0.2,225.4
长治高新技术产业开发区,6676,21511,1642,14028,5034,7483,-28.3,-48.3,162.2
内蒙古自治区,1742917,13451304,893010,5384925,849907,8066379,10.7,14.4,8.3
呼和浩特市,166942,1505011,108548,791471,58395,713540,31.0,27.3,35.3
包头市,270871,2248601,135726,1026061,135145,1222540,16.3,23.9,10.6
包头高新技术产业开发区,3827,41568,2237,33902,1589,7667,408.0,402.8,432.8
二连浩特市,95116,638166,48495,248102,46621,390064,-16.8,16.1,-29.5
满洲里市,357719,1558221,282902,1029080,74818,529141,-9.3,-5.9,-15.2
辽宁省,6599965,50168687,3329931,23990183,3270034,26178503,-2.0,1.1,-4.7
沈阳市,1136029,9635959,458857,3539423,677172,6096536,1.1,-0.2,2.0
沈阳经济技术开发区,721694,5640756,177667,1442433,544027,4198323,303.7,66.6,690.1
沈阳高新技术产业开发区,93298,669935,64409,424090,28889,245844,-10.6,0.7,-25.1
大连市,3956475,29404198,1994829,13992751,1961646,15411447,-4.5,0.2,-8.3
大连经济技术开发区,1362541,9747525,694753,5461801,667787,4285724,-13.1,2.5,-27.3
大连市高新技术产业园区,57831,455537,48348,369040,9483,86496,9.1,4.8,32.4
鞍山市,267490,2002908,183442,1233966,84047,768942,-7.4,1.9,-19.2
鞍山高新技术产业开发区,3507,29731,1518,24281,1989,5449,-13.1,-21.3,62.2
丹东市,149195,1070542,109092,910407,40103,160135,-4.0,-4.6,-0.2
营口市,413769,3175521,191487,1498134,222282,1677387,-2.2,-5.3,0.7
营口经济技术开发区,14600,25485,1495,8659,13105,16826,117.5,2.0,420.7
吉林省,1593790,11653358,607445,4175722,986344,7477636,13.7,7.6,17.4
长春市,1118993,8748648,261342,2274077,857650,6474571,15.8,4.6,20.4
长春经济技术开发区,92611,778508,38466,314512,54145,463997,-3.6,3.5,-7.9
长春高新技术产业开发区,62195,520054,31652,263714,30543,256340,-0.8,3.6,-5.0
吉林市,69851,416258,52598,292000,17252,124258,-3.7,0.8,-12.9
吉林高新技术产业开发区,3862,28959,3734,26428,128,2531,-12.7,13.4,-74.3
珲春市,168394,1306654,82871,595825,85523,710829,15.9,28.0,7.4
黑龙江省,2607515,20770475,601320,5244533,2006196,15525942,7.3,10.4,6.3
哈尔滨市,330029,3088536,136998,1446053,193031,1642483,-4.3,13.1,-15.7
哈尔滨经济技术开发区,115595,746131,14840,234337,100756,511794,-14.8,102.9,-32.7
哈尔滨高新技术产业开发区,70316,601099,29434,279268,40882,321830,-17.0,-16.2,-17.8
大庆市,1120668,10296313,61510,496670,1059157,9799644,13.6,13.3,13.6
大庆高新技术产业开发区,22707,336633,9563,185168,13144,151464,-10.1,-17.0,0.1
黑河市,574743,2392862,53009,370628,521733,2022234,35.5,1.6,44.3
绥芬河市,252528,1678754,152058,919317,100470,759437,25.0,58.7,-0.5
绥化市,41327,375463,33016,284756,8311,90707,-12.9,26.1,-55.9
绥化经济技术开发区,6634,51814,6634,51812,-,2,-0.2,-0.2,689.0
上海市,34707045,280710580,15640025,117057395,19067020,163653185,0.6,2.9,-1.1
上海漕河泾浦江高科技园区,465819,4226527,248893,2062148,216926,2164379,12.5,33.5,-2.1
上海经济技术开发区,139,445,138,444,0,1,-21.6,-20.4,-89.1
上海闵行经济技术开发区,92205,663400,55233,383072,36972,280328,6.8,5.6,8.5
上海浦东新区,20092132,172063069,8354634,64338574,11737498,107724496,0.6,0.4,0.7
江苏省,49446442,364503078,32268530,234490946,17177912,130012132,8.5,8.7,8.1
南京市,4810423,35735990,3079743,22482812,1730681,13253177,-6.3,0.8,-16.4
南京高新技术外向型开发区,67269,590514,59169,503473,8100,87041,-15.9,-16.8,-10.5
无锡市,7086080,49962822,4516556,32434059,2569524,17528763,9.6,8.0,12.8
无锡高新技术产业开发区,3798458,25319574,2102374,14863685,1696084,10455890,10.0,8.0,12.9
常州市,2733722,21374590,2190063,16909430,543659,4465160,0.8,1.3,-0.9
常州高新技术产业开发区,45615,339174,32346,256066,13269,83109,-7.8,-7.5,-8.8
苏州市,22164376,167507130,13570255,103396164,8594122,64110966,8.6,9.7,6.9
苏州工业园,5880086,44821457,3030953,22618675,2849133,22202782,17.7,20.6,14.8
苏州高新技术产业开发区,2080737,15793566,1413816,10453000,666920,5340566,-7.0,-13.2,7.9
南通市,4884149,25389165,3596960,16816785,1287188,8572381,11.2,13.0,7.8
南通经济技术开发区,754698,4958130,450439,2976943,304259,1981188,7.0,7.3,6.7
连云港市,1382516,11332378,375325,2656547,1007192,8675831,46.3,17.2,58.3
连云港经济技术开发区,268663,2042906,114222,863857,154441,1179049,28.0,32.8,24.8
浙江省,47672580,348971649,36003236,259192209,11669344,89779440,7.4,8.4,4.8
杭州市,7606939,55574381,5532626,38138254,2074313,17436127,5.8,8.2,0.8
杭州经济技术开发区,740353,5333224,502128,3571710,238225,1761514,-2.0,22.7,-30.5
杭州高新技术产业开发区,241755,2058671,162878,1382011,78877,676660,41.0,20.4,116.5
宁波市,12839446,93448802,9020094,61819669,3819352,31629133,10.9,11.5,9.7
宁波经济技术开发区,1568433,11557626,816765,5156226,751668,6401400,5.0,1.0,8.5
宁波高新技术产业开发区,390873,2623354,277205,1907190,113668,716164,39.6,31.4,67.3
宁波杭州湾经济技术开发区,205957,1341412,176793,1133365,29165,208047,38.5,33.9,71.1
温州市,2867942,19432124,2547360,16438488,320582,2993636,-1.9,-0.1,-10.7
温州经济技术开发区,158024,1058851,157054,1051097,970,7754,4.8,5.1,-23.4
湖州市,1369896,11408688,1250345,10521601,119551,887087,5.3,5.9,-0.3
湖州经济技术开发区,12120,126605,3267,54605,8853,72000,18.0,32.6,8.9
湖州莫干山高新技术产业开发区,18321,178747,13147,111763,5173,66984,52.7,46.7,64.1
金华市,8530538,58230791,7533510,51568340,997027,6662451,13.2,16.0,-4.5
金华经济技术开发区,66880,468872,56746,404129,10134,64742,20.1,14.8,68.5
台州市,2293729,17716277,2106334,16161238,187395,1555039,-8.3,-9.0,-0.2
台州湾经济技术开发区,562,4509,159,2875,402,1634,-,-,-
安徽省,7689131,55295950,5194115,37253076,2495016,18042873,7.5,9.8,3.1
合肥市,3343219,23609627,2407625,16341424,935595,7268203,6.9,8.9,2.7
合肥经济技术开发区,1320861,9702204,920398,6071494,400462,3630711,27.8,31.4,22.2
合肥高新技术产业开发区,683566,4785487,588279,3916427,95287,869061,1.5,1.4,2.1
芜湖市,1267213,9539911,1063881,7767218,203332,1772693,17.1,17.8,14.3
芜湖经济技术开发区,924698,6478816,824246,5783921,100452,694894,20.8,20.3,24.7
芜湖高新技术产业开发区,20653,163096,19076,136696,1577,26400,11.1,5.3,55.8
蚌埠市,171642,1040611,95764,666296,75878,374315,-18.4,-19.9,-15.6
蚌埠高新技术产业开发区,30447,208845,14257,118038,16191,90807,-5.3,-21.8,30.2
淮南市,18710,391391,13805,359574,4905,31817,-45.4,-48.4,63.8
淮南经济技术开发区,1432,29892,1030,28615,402,1277,-82.9,-83.5,-17.8
淮南高新技术产业开发区,159,410,159,410,-,-,7506.1,7506.1,-
马鞍山市,447027,2920188,281756,1723604,165270,1196584,8.4,26.9,-10.4
马鞍山经济技术开发区,48116,278144,47838,270102,278,8042,10.8,25.6,-77.6
马鞍山慈湖高新技术产业开发区,36215,269077,32940,249739,3275,19337,31.7,35.6,-3.9
铜陵市,1020154,6539912,173789,1283773,846365,5256139,18.7,101.7,7.9
铜陵经济技术开发区,55449,575933,44747,339333,10701,236600,218.0,157.4,380.4
安庆市,287948,2460176,218858,1886993,69090,573183,7.6,6.9,10.0
安庆经济技术开发区,160004,1540814,106102,1127724,53903,413090,2.6,-1.7,16.7
桐城经济技术开发区,1306,7194,1119,5951,187,1242,104.2,135.9,24.2
滁州市,341925,2724009,297726,2345380,44199,378630,0.2,2.6,-12.6
滁州经济技术开发区,117279,963084,98441,791725,18838,171360,-9.2,-3.2,-29.4
六安市,80592,507088,72040,435489,8552,71599,-27.9,-29.5,-15.8
六安经济技术开发区,11090,81814,10432,76716,658,5098,-49.8,-47.1,-71.8
宣城市,230278,1706414,207059,1534080,23219,172334,24.6,21.9,55.0
宁国经济技术开发区,42792,361980,39970,344086,2822,17894,17.7,19.9,-13.5
宣城经济技术开发区,20977,139887,15363,116610,5615,23277,47.3,28.8,421.2
池州市,102631,892630,27147,240783,75483,651847,-7.1,3.0,-10.3
池州经济技术开发区,72744,344484,13736,105075,59008,239409,8.5,0.9,12.2
福建省,16619042,131650443,10303547,80991258,6315495,50659185,3.8,7.8,-2.0
福州市,2461770,24151746,1742242,17919532,719528,6232213,8.6,4.9,20.7
福州经济技术开发区,309014,2905000,174294,1934072,134720,970929,8.0,10.4,3.5
福州高新技术产业开发区,2824,19955,2612,18745,212,1210,5.6,1.8,152.4
厦门市,8116947,61663053,4644200,32416407,3472747,29246646,-2.2,8.6,-11.9
厦门火炬高技术产业开发区,384166,3007744,220043,1361930,164123,1645814,27.8,6.7,52.9
平潭,91657,1005609,55337,664534,36320,341074,6.1,50.9,-32.7
平潭综合实验区,91657,1005609,55337,664534,36320,341074,6.1,50.9,-32.7
江西省,4234423,30277713,2597734,19425433,1636689,10852280,-23.1,-32.0,0.3
南昌市,1138550,6954393,748704,4593411,389846,2360982,-7.5,-16.2,15.9
南昌经济技术开发区,193697,1270399,56004,368247,137694,902152,78.7,17.9,126.4
南昌小蓝经济技术开发区,10800,76446,8975,61138,1825,15308,-72.1,-77.3,208.3
南昌高新技术产业开发区,469227,2608575,318052,1797846,151175,810730,16.9,26.6,-0.2
景德镇市,49996,423390,48328,408255,1668,15135,-57.2,-44.5,-94.0
景德镇高新技术产业开发区,2024,14354,1698,12008,326,2346,-38.5,-41.2,-19.9
萍乡市,55168,432292,53304,351910,1864,80382,-69.5,-74.0,22.4
萍乡经济技术开发区,4680,27021,3978,24511,702,2510,-96.0,-96.2,-90.9
九江市,299488,2672616,154984,1436015,144505,1236602,-51.7,-66.1,-4.9
九江经济技术开发区,56193,778417,26815,444426,29378,333992,-26.9,-19.8,-34.6
九江共青城高新技术产业开发区,3706,29937,3362,28337,344,1601,-53.4,-55.0,15.7
新余市,176181,1919614,100307,950942,75874,968672,-52.3,-46.3,-57.1
新余高新技术产业开发区,24400,186853,23658,152005,742,34847,30.7,19.1,127.9
鹰潭市,465196,3262166,91750,790519,373445,2471646,12.2,2.9,15.5
鹰潭高新技术产业开发区,16420,113813,8459,47925,7961,65887,-35.1,-52.0,-12.6
赣州市,979398,6581653,499091,4176566,480307,2405088,24.0,11.8,52.7
赣州经济技术开发区,523043,3656450,177794,2031796,345249,1624653,134.9,194.9,87.2
龙南经济技术开发区,40481,263270,33839,210777,6642,52493,38.8,22.2,204.0
瑞金经济技术开发区,34260,182090,34242,182049,18,41,-8.6,-8.4,-93.0
赣州高新技术产业开发区,29336,193109,10059,47170,19277,145939,10.4,-28.0,33.4
宜春市,220145,1334435,187360,1118571,32785,215864,-42.0,-47.6,30.9
宜春经济技术开发区,48068,175717,44034,160406,4034,15311,-52.1,-54.6,11.8
宜春丰城高新技术产业开发区,34527,249330,22758,168267,11769,81064,75.7,49.2,177.9
上饶市,380401,3376914,319219,2849535,61182,527378,-15.5,-22.6,66.6
上饶经济技术开发区,115497,1416357,114322,1395474,1175,20883,150096.8,167592.7,18740.7
吉安市,299562,2111243,236792,1658094,62770,453150,-44.8,-48.5,-25.2
井冈山经济技术开发区,49261,328216,40244,248386,9018,79830,-45.4,-51.4,-11.3
吉安高新技术产业开发区,1392,12138,1392,12138,0,1,205.2,205.2,496.4
抚州市,170338,1208997,157894,1091615,12444,117381,-21.9,-24.5,14.0
抚州高新技术产业开发区,69612,501759,68985,482460,628,19299,69.8,68.8,99.5
山东省,29791872,219794081,17946812,134757830,11845060,85036251,3.0,5.9,-1.2
济南市,2252809,14138505,1422589,9699898,830221,4438607,0.5,7.4,-11.9
济南高新技术产业开发区,1239075,7130990,612010,4390746,627065,2740244,-1.0,18.9,-22.0
青岛市,8184759,59851912,4601410,34285076,3583349,25566836,2.5,7.6,-3.7
青岛经济技术开发区,2327004,17805894,1019080,7308452,1307925,10497442,-5.4,18.5,-17.1
青岛高新技术产业开发区,112364,763690,65620,475946,46744,287743,57.5,52.9,65.7
淄博市,1049229,7063286,571557,4216108,477672,2847178,1.4,6.1,-4.9
淄博高新技术产业开发区,146829,922125,102845,775031,43984,147094,-12.0,-8.5,-26.4
日照市,983740,8523997,448761,3240451,534979,5283546,-7.2,-6.0,-8.0
日照经济技术开发区,59608,652098,21251,235321,38357,416776,-30.9,-53.4,-5.0
烟台市,4445358,29902268,2604557,18137272,1840801,11764996,-0.2,1.8,-3.2
烟台经济技术开发区,1259321,8937640,643095,4519001,616226,4418638,11.2,7.6,15.1
潍坊市,3059571,23231575,2020777,15961784,1038795,7269791,5.5,6.0,4.3
潍坊高新技术产业开发区,1064430,7948025,500300,4641145,564130,3306880,24.9,36.1,12.0
威海市,1745409,13284749,1332684,10346329,412725,2938420,-6.4,-5.0,-11.4
威海火炬高技术产业开发区,287127,2204556,233185,1793923,53942,410633,-0.1,6.5,-21.4
河南省,6607180,46093486,3759325,28162678,2847855,17930808,-6.3,-12.3,4.9
郑州市,4263366,28441376,2331521,17303496,1931845,11137880,-10.9,-16.7,-0.1
郑州航空港经济综合实验区,2843626,19216827,1353612,9848144,1490014,9368682,-16.9,-31.0,6.0
郑州高新技术产业开发区,101833,730930,91842,687240,9991,43690,17.0,16.7,22.9
洛阳市,204973,1688368,171455,1348837,33519,339531,7.1,6.5,9.7
洛阳高新技术产业开发区,14300,149728,13151,90882,1149,58846,82.8,49.6,177.9
湖北省,5863146,42854826,4017101,28840274,1846044,14014552,6.3,5.0,9.0
武汉市,3745916,25019856,2597665,16172213,1148251,8847643,15.1,24.3,1.5
武汉经济技术开发区,398111,3093429,262123,1797983,135988,1295446,25.9,26.7,24.9
武汉东湖新技术开发区,2236657,14183195,1492235,9191287,744422,4991908,37.3,40.9,31.2
黄石市,489075,3754519,144506,1251399,344570,2503120,18.4,-12.9,44.4
黄石经济技术开发区,71197,414262,45269,331445,25929,82816,37.6,23.4,155.0
十堰市,131241,793541,124048,737352,7193,56188,-30.4,-33.6,84.7
十堰经济技术开发区,62050,107014,60021,100656,2029,6358,30604.7,28780.4,-
襄阳市,217787,2391586,198741,2109911,19046,281675,-23.9,-24.7,-18.0
襄阳经济技术开发区,6876,36911,6691,34906,185,2004,166.4,185.0,25.0
襄阳高新技术产业开发区,88976,661317,75782,471883,13194,189434,66.3,57.5,93.2
枣阳经济技术开发区,4026,232314,3794,229617,232,2697,-50.2,-50.7,181.8
鄂州市,52701,560931,29146,353534,23555,207398,47.9,83.7,11.0
鄂州葛店经济技术开发区,4087,117422,4049,116620,38,801,461.0,464.1,211.8
孝感市,141050,1068082,121579,890662,19471,177420,-12.7,-12.4,-14.1
汉川经济技术开发区,71962,151051,71882,150319,80,732,12.9,15.8,-81.3
荆州市,291411,2246570,195911,1641189,95501,605381,-7.5,4.0,-28.8
荆州经济技术开发区,81340,632908,59785,490669,21556,142239,24.4,25.1,21.9
湖南省,4298558,36991755,2483418,21585800,1815140,15405955,-11.3,-23.3,13.6
长沙市,2173619,18210497,1385618,11462860,788001,6747637,-6.6,-15.2,12.6
长沙经济技术开发区,281134,2689814,230246,2315463,50888,374351,4.1,4.9,-0.4
长沙高新技术产业开发区,501759,3837179,345724,2629550,156035,1207629,7.7,17.5,-8.9
浏阳经济技术开发区,33553,228296,26461,151865,7092,76431,-62.9,-72.9,36.9
株洲市,191074,1596916,153681,1222463,37393,374453,30.9,47.5,-4.3
株洲高新技术产业开发区,54238,454435,48848,423001,5390,31434,44.8,46.3,27.0
湘潭市,244573,2465346,134372,1432235,110201,1033111,30.7,9.3,79.2
湘潭经济技术开发区,141184,1293869,79204,811399,61980,482470,107.4,45.7,621.5
湘潭高新技术产业开发区,2547,209707,2146,204866,401,4841,-2.7,-3.6,60.9
衡阳市,336954,2244582,141907,1035742,195048,1208840,-32.8,-53.2,7.4
衡阳高新技术产业开发区,1877,10751,1581,9721,295,1030,-50.5,-52.1,-28.7
岳阳市,485804,3419625,105821,570215,379983,2849410,-25.8,-54.2,-15.3
常德市,118469,894835,55632,449556,62836,445279,-30.3,-51.4,24.3
常德经济技术开发区,58962,380535,7937,70597,51025,309937,2.2,-61.5,64.0
常德高新技术产业开发区,12599,94435,12598,94415,2,20,-61.6,-61.6,522.0
益阳市,51894,394861,44595,348843,7298,46017,-29.7,-28.6,-37.1
益阳高新技术产业开发区,6755,47082,1740,27825,5015,19257,-61.3,-62.6,-59.3
郴州市,225351,3319043,111507,1482313,113844,1836729,17.0,-24.7,111.7
郴州高新技术产业开发区,57329,1152567,29077,498295,28252,654272,51.5,-4.8,175.5
广东省,78543433,594994877,51400952,387594948,27142482,207399929,12.8,11.3,15.8
广州市,10264109,71573145,6516297,43611601,3747812,27961545,-1.0,1.1,-4.2
广州经济技术开发区,1123876,7787624,482941,3442928,640935,4344697,-3.3,-0.6,-5.3
广州高新技术产业开发区,623643,4745537,410841,2979575,212802,1765962,-7.5,-9.1,-4.7
广州南沙新区,2335416,17003815,1223102,8551632,1112314,8452183,-16.7,-25.1,-6.0
深圳市,37021093,296240589,23102211,188307917,13918882,107932672,25.5,26.3,24.2
深圳科技工业园,65,1860,20,340,45,1520,-51.5,117.7,-58.7
珠海市,2927308,21168635,2117708,15081169,809600,6087466,12.3,16.2,3.5
珠海经济技术开发区,18995,114173,3948,18385,15047,95788,40.6,-2.3,53.5
珠海高新技术产业开发区,150993,603392,126788,410393,24206,192999,278.7,387.6,156.7
珠海横琴新区,184801,1437561,109084,879733,75718,557827,-1.8,11.8,-17.7
汕头市,490495,3667381,424716,3027828,65779,639553,-16.5,-14.1,-26.6
佛山市,4139070,33652923,3191061,26152576,948009,7500346,-19.3,-25.2,11.1
江门市,1752798,12552423,1487060,10529136,265738,2023287,11.6,14.9,-2.7
湛江市,428136,4075729,157299,1242906,270837,2832823,-4.3,-6.4,-3.3
湛江经济技术开发区,157815,1761259,76958,596077,80857,1165182,-28.6,-12.6,-34.7
湛江高新技术产业开发区,67,94,67,94,-,-,-33.1,-33.1,-
茂名市,158846,967663,55506,332350,103340,635313,47.7,1.7,93.6
茂名高新技术产业开发区,5643,31402,2546,18698,3097,12704,199.2,248.6,147.6
惠州市,3694459,25935758,2139207,14631737,1555252,11304021,18.9,7.5,37.7
惠州高新技术产业开发区,1255010,9054708,879740,6243938,375270,2810770,8.9,9.7,7.2
阳江市,264233,1712529,150103,1106155,114131,606374,21.9,15.7,35.0
东莞市,12632064,88907563,8379991,57209048,4252073,31698515,6.5,2.6,14.4
东莞松山湖高新技术产业开发区,134585,1135775,95688,876656,38898,259119,62.9,60.7,71.0
中山市,2595747,18863053,2316036,16523709,279711,2339344,11.9,14.6,-4.2
中山火炬高技术产业开发区,279,1790,71,527,209,1263,-25.5,-48.7,-8.1
广西壮族自治区,6348574,46433391,3194660,25314885,3153913,21118507,10.8,23.4,-1.3
南宁市,856737,5862914,494106,2734907,362631,3128007,-19.0,-16.0,-21.5
南宁高新技术产业开发区,18930,152004,12488,101955,6442,50050,-23.7,-3.6,-46.5
桂林市,91469,704408,86779,655378,4690,49030,2.4,5.9,-28.7
桂林新技术产业开发区,43696,333607,40907,315243,2789,18364,14.6,13.1,49.0
北海市,242240,2060976,83699,840893,158541,1220082,-13.9,-6.3,-18.4
崇左市,1925647,17012977,1577362,14033778,348286,2979200,27.5,40.0,-10.3
防城港市,1459208,7682943,258372,1276083,1200836,6406860,15.5,114.0,5.8
海南省,2673690,18463436,1257922,7151044,1415768,11312392,21.6,42.6,11.3
海口市,914263,5642846,489659,2304630,424603,3338216,5.0,11.6,0.9
海南国际科技工业园,15657,111932,11851,72364,3805,39568,12.0,9.9,16.1
儋州市,1174088,8794658,408585,2337012,765503,6457645,28.7,15.0,34.5
洋浦经济开发区,499137,3377258,287511,1675589,211626,1701669,21.8,21.1,22.6
重庆市,5825261,45709448,4062846,31897065,1762415,13812383,-2.4,2.5,-12.0
重庆高新技术产业开发区,23788,144850,16196,98686,7592,46164,12.0,5.5,29.0
重庆两江新区,2124488,16563915,1405532,10996863,718956,5567052,-3.7,-1.7,-7.3
万州经济技术开发区,34123,364087,17777,129897,16346,234190,0.2,1.3,-0.4
重庆经济技术开发区,16128,253066,14114,192341,2014,60725,-15.4,-14.6,-17.8
长寿经济技术开发区,25071,188078,20227,154571,4844,33507,7.3,2.3,38.3
四川省,8751242,67005477,4765157,39011418,3986086,27994060,12.6,3.7,27.9
成都市,7375576,54175842,3826979,29671107,3548597,24504735,13.1,0.5,33.4
成都经济技术开发区,295670,1305761,202994,866240,92676,439522,10.3,8.1,15.0
成都高新技术产业开发区,5632392,39758579,2578340,19450545,3054052,20308034,21.7,8.8,37.4
泸州市,114880,1418289,64781,972898,50099,445391,65.3,68.9,57.9
泸州高新技术产业开发区,72221,880867,47518,635133,24703,245734,126.2,190.0,44.3
绵阳市,193501,1880442,143573,1301535,49928,578907,30.2,46.2,4.6
绵阳经济技术开发区,26785,269826,24471,256111,2314,13715,37.7,41.4,-7.7
绵阳高新技术产业开发区,89067,845674,68310,518750,20757,326924,42.3,94.7,-0.3
广元市,2698,40611,2486,15460,212,25151,-26.1,-32.7,-21.3
广元经济技术开发区,1308,5230,1305,4757,3,473,-26.0,-30.7,129.7
乐山市,76192,506673,64684,408091,11508,98582,3.5,10.1,-16.9
乐山高新技术产业开发区,140,2305,100,599,39,1706,397.8,139.6,700.9
宜宾市,187822,2210650,108531,1603565,79291,607085,-6.4,8.0,-30.8
宜宾临港经济技术开发区,83500,1574758,54274,1304797,29225,269961,7.6,24.3,-34.8
贵州省,603271,4889030,394358,3138064,208913,1750966,12.0,9.0,17.8
贵阳市,354262,3014281,245227,1948305,109035,1065976,13.0,23.1,-1.7
贵阳高新技术产业开发区,17294,112258,2996,21841,14299,90417,-19.9,-48.1,-7.7
云南省,2225722,16541311,843494,6074178,1382229,10467133,-1.3,3.7,-4.0
昆明市,1302792,9188452,469241,3241388,833551,5947064,6.5,14.4,2.6
昆明经济技术开发区,81951,498086,25740,218680,56212,279406,-23.3,-36.1,-9.0
昆明嵩明杨林经济技术开发区,10145,92774,8276,80357,1869,12417,60.6,55.1,109.0
昆明高新技术产业开发区,409278,2747571,215962,1456076,193316,1291495,38.1,82.1,8.6
红河州,238029,1402585,130078,585820,107951,816766,-5.2,5.7,-11.7
蒙自经济技术开发区,4081,295538,3309,139182,772,156356,-62.8,-52.7,-68.8
曲靖市,20970,172759,12308,121697,8662,51062,32.8,36.2,25.3
曲靖经济技术开发区,7168,36603,4870,17356,2299,19247,24.8,6.2,48.3
西藏自治区,264865,700263,254834,620690,10031,79573,33.4,29.3,76.6
拉萨市,24407,318348,16035,246281,8373,72067,46.2,39.0,78.1
拉萨经济技术开发区,8563,175519,1085,113215,7478,62304,52.5,27.2,139.1
陕西省,3681237,30067074,2532553,20299751,1148685,9767323,15.8,22.0,4.7
西安市,3367529,27110975,2330637,18194686,1036892,8916290,17.2,23.0,6.8
陕西航天经济技术开发区,106049,493441,10584,86434,95465,407007,-54.3,-43.9,-56.0
陕西航空经济技术开发区,8473,24700,525,7557,7947,17143,497.8,86.8,19827.1
陕西西安经济技术开发区,418467,3096711,328452,2457073,90014,639638,-20.5,-22.0,-13.8
西安新技术产业开发区,1064782,11188954,812362,7604326,252420,3584628,39.0,41.1,34.6
宝鸡市,45483,647226,45051,587755,431,59471,-6.2,26.8,-73.7
宝鸡高新技术产业开发区,3661,31296,3569,28558,92,2738,-74.2,-61.4,-94.2
咸阳市,136209,933627,76072,531781,60137,401846,-2.8,10.1,-15.9
杨凌农业高新技术产业示范区,10394,92858,8566,66537,1828,26321,29.9,39.8,10.2
汉中市,5395,196479,4660,176188,735,20291,-23.3,6.0,-77.4
汉中经济技术开发区,836,109491,836,109042,-,448,-33.2,33.1,-99.5
榆林市,44125,578617,24971,397632,19154,180985,87.9,48.8,344.7
榆林经济技术开发区,22039,392696,10368,295059,11671,97637,167.0,104.7,3230.0
甘肃省,453463,3634010,80570,797873,372893,2836138,10.4,-5.0,15.7
兰州市,84707,639246,26704,264660,58003,374586,-20.0,-20.7,-19.5
兰州新技术产业开发区,350,6516,263,3481,88,3036,-63.6,-70.8,-49.4
青海省,52809,332032,40391,234317,12417,97715,5.2,33.1,-29.9
西宁市,45115,276258,32882,181069,12233,95189,11.6,65.5,-31.1
西宁经济技术开发区,10249,98400,10223,60721,26,37679,-8.6,91.5,-50.4
青海高新技术产业开发区,905,5701,905,5386,-,315,259.1,1729.6,-75.6
海西州,2495,12575,2495,11289,-,1287,-71.3,-74.1,1101.9
格尔木昆仑经济技术开发区,50,528,50,528,-,-,-45.7,-45.7,-
