Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,单位：万人民币,单位：万人民币,单位：万人民币
收发货人所在地,进出口,进出口,出口,出口,进口,进口,累计比去年同期±％,累计比去年同期±％.1,累计比去年同期±％.2
收发货人所在地,3月,1至3月,3月,1至3月,3月,1至3月,进出口,出口,进口
广元市,15384,20061,13833,17321,1551,2741,181.7,201.5,99.2
广元经济技术开发区,11871,13457,11007,12593,864,864,1203.4,1142.8,4402.6
内江市,99340,324821,71421,258866,27919,65955,-1.3,-14.7,156.1
内江经济技术开发区,-,-,-,-,-,-,-,-,-
内江高新技术产业开发区,20,416,20,334,-,82,-,-,-
乐山市,59758,166505,51383,139379,8375,27126,-11.4,0.2,-44.5
乐山高新技术产业开发区,102,734,58,623,43,110,-55.0,216.9,-92.3
宜宾市,395159,879005,359754,724306,35406,154699,12.1,29.4,-31.1
宜宾临港经济技术开发区,312083,636708,296640,584350,15443,52358,13.9,27.4,-47.8
贵州省,769091,1899525,472617,1116945,296473,782579,0.4,-8.1,15.7
贵阳市,390046,987358,264106,621532,125940,365826,-14.7,-14.3,-15.3
贵阳高新技术产业开发区,4403,48433,3821,10735,582,37698,24.1,35.9,21.2
云南省,1865641,5632363,645840,1887915,1219801,3744449,1.2,-1.9,2.8
昆明市,1089616,3444469,326845,991533,762771,2452936,19.7,11.3,23.4
昆明经济技术开发区,101994,278451,41016,98452,60978,179999,175.4,47.7,422.2
昆明嵩明杨林经济技术开发区,6452,18539,5239,14590,1213,3949,-8.0,-13.2,18.0
昆明高新技术产业开发区,187222,612921,95271,343442,91951,269479,-27.3,-19.9,-34.9
红河州,120590,341094,64734,196745,55855,144349,-21.3,37.9,-50.4
蒙自经济技术开发区,1344,2937,983,2461,361,476,-98.6,-96.7,-99.7
曲靖市,20053,62165,17521,53702,2532,8463,-9.2,-4.5,-30.9
曲靖经济技术开发区,7531,18009,7013,16616,518,1394,62.4,308.4,-80.2
